sgrna_id	Gene	library0	R0_0	R1_0
18921	neutral_4227	913	789	841
18922	neutral_4228	390	408	255
18923	neutral_4228	401	477	323
18924	neutral_4228	171	169	132
18925	neutral_4228	251	247	185
18926	essential_459	213	46	27
18927	neutral_4229	141	146	226
18928	neutral_4229	243	220	290
18929	neutral_4229	155	157	157
18930	neutral_4229	135	161	195
18931	neutral_4230	89	100	106
18932	neutral_4230	241	312	333
18933	neutral_4230	66	103	134
18934	neutral_4230	374	404	383
18935	neutral_4231	572	522	646
18936	neutral_4231	444	456	480
18937	neutral_4231	205	199	238
18938	neutral_4231	252	235	276
18939	neutral_4232	164	154	143
18940	neutral_4232	345	459	385
18941	neutral_4232	85	135	91
18942	neutral_4232	353	244	320
18943	neutral_4233	1010	1188	1052
18944	neutral_4233	514	567	594
18945	neutral_4233	199	135	215
18946	essential_459	499	270	216
18947	neutral_4233	1312	1112	1185
18948	neutral_4234	129	110	80
18949	neutral_4234	112	146	119
18950	neutral_4234	282	345	351
18951	neutral_4234	292	223	331
18952	neutral_4235	100	174	87
18953	neutral_4235	274	287	358
18954	neutral_4235	271	210	241
18955	neutral_4235	198	182	220
18956	neutral_4236	474	358	423
18957	neutral_4236	90	188	105
18958	neutral_4236	283	191	294
18959	neutral_4236	745	745	686
18960	neutral_4237	918	836	1095
18961	neutral_4237	81	67	78
18962	neutral_4237	203	213	221
18963	essential_459	350	300	361
18964	neutral_4237	141	148	107
18965	neutral_4238	217	209	229
18966	neutral_4238	372	417	411
18967	neutral_4238	294	348	328
18968	neutral_4238	108	77	57
18969	neutral_4239	132	143	168
18970	neutral_4239	175	157	188
18971	neutral_4239	553	538	574
18972	neutral_4239	47	42	21
18973	neutral_4240	1514	1598	1523
18974	neutral_4240	390	414	334
18975	neutral_4240	91	88	29
18976	neutral_4240	281	388	307
18977	neutral_4241	384	412	346
18978	neutral_4241	289	243	289
18979	neutral_4241	179	237	105
18980	neutral_4241	1593	1715	1654
18981	neutral_4242	384	494	286
18982	growthsupressing_43	214	315	409
18983	neutral_4242	246	312	277
18984	neutral_4242	125	53	88
18985	essential_459	173	150	154
18986	neutral_4242	126	165	96
18987	neutral_4243	373	337	299
18988	neutral_4243	415	425	347
18989	neutral_4243	278	215	283
18990	essential_460	140	27	20
18991	neutral_4243	391	378	416
18992	neutral_4244	243	339	261
18993	essential_460	646	244	203
18994	neutral_4244	552	526	555
18995	neutral_4244	407	512	357
18996	neutral_4244	221	234	209
18997	essential_460	159	53	87
18998	neutral_4245	507	532	471
18999	neutral_4245	188	209	261
19000	neutral_4245	790	1040	848
19001	neutral_4245	252	261	236
19002	neutral_4246	189	147	99
19003	neutral_4246	137	149	121
19004	neutral_4246	127	153	96
19005	neutral_4246	206	114	192
19006	neutral_4247	240	101	318
19007	neutral_4247	153	219	96
19008	neutral_4247	835	866	947
19009	neutral_4247	214	200	242
19010	neutral_4248	458	503	400
19011	neutral_4248	92	24	59
19012	neutral_4248	1416	1352	1777
19013	neutral_4248	319	285	264
19014	neutral_4249	571	563	525
19015	essential_460	316	80	71
19016	neutral_4249	357	464	395
19017	neutral_4249	536	583	495
19018	neutral_4249	341	347	344
19019	neutral_4250	344	427	319
19020	neutral_4250	315	325	283
19021	neutral_4250	291	322	316
19022	neutral_4250	547	638	654
19023	neutral_4251	222	207	244
19024	neutral_4251	382	301	377
19025	neutral_4251	575	575	654
19026	neutral_4251	150	242	82
19027	essential_461	616	241	302
19028	neutral_4252	286	260	259
19029	growthsupressing_43	793	3905	4037
19030	neutral_4252	202	224	244
19031	neutral_4252	408	428	505
19032	neutral_4252	356	460	380
19033	neutral_4253	520	647	421
19034	neutral_4253	147	180	136
19035	neutral_4253	196	271	223
19036	essential_461	429	121	88
19037	essential_461	142	186	106
19038	neutral_4253	877	950	829
19039	neutral_4254	1528	1500	1553
19040	neutral_4254	66	25	36
19041	neutral_4254	456	426	515
19042	growthsupressing_44	295	587	688
19043	neutral_4254	306	185	308
19044	essential_461	232	57	54
19045	neutral_4255	423	517	340
19046	neutral_4255	335	285	529
19047	neutral_4255	195	240	192
19048	neutral_4255	221	276	187
19049	neutral_4256	568	437	502
19050	neutral_4256	333	341	403
19051	neutral_4256	135	194	192
19052	neutral_4256	788	646	745
19053	essential_462	974	525	527
19054	neutral_4257	720	636	778
19055	essential_462	465	136	153
19056	essential_462	91	33	52
19057	neutral_4257	205	246	232
19058	neutral_4257	164	230	202
19059	neutral_4257	339	262	393
19060	neutral_4258	272	365	390
19061	neutral_4258	283	218	319
19062	neutral_4258	194	176	204
19063	neutral_4258	270	319	263
19064	neutral_4259	1331	1365	1631
19065	essential_462	258	79	40
19066	neutral_4259	458	427	447
19067	essential_463	166	8	25
19068	neutral_4259	196	218	165
19069	neutral_4259	648	643	820
19070	neutral_4260	265	218	289
19071	neutral_4260	1097	1061	1050
19072	neutral_4260	432	404	428
19073	neutral_4260	431	465	510
19074	neutral_4261	831	1019	842
19075	neutral_4261	560	488	654
19076	neutral_4261	240	205	187
19077	neutral_4261	643	681	658
19078	neutral_4262	93	36	119
19079	neutral_4262	549	587	625
19080	neutral_4262	230	222	195
19081	neutral_4262	85	53	22
19082	neutral_4263	131	134	82
19083	essential_463	56	5	0
19084	essential_463	36	2	7
19085	neutral_4263	269	271	251
19086	neutral_4263	542	513	507
19087	neutral_4263	87	121	68
19088	essential_463	88	84	99
19089	neutral_4264	61	34	51
19090	neutral_4264	86	68	88
19091	neutral_4264	115	101	115
19092	neutral_4264	632	730	500
19093	neutral_4265	440	270	504
19094	neutral_4265	505	534	621
19095	neutral_4265	323	331	297
19096	neutral_4265	858	740	761
19097	essential_464	270	81	60
19098	neutral_4266	258	362	259
19099	neutral_4266	460	455	438
19100	neutral_4266	196	124	236
19101	essential_464	199	81	141
19102	essential_464	263	86	119
19103	neutral_4266	112	68	165
19104	neutral_4267	346	480	366
19105	neutral_4267	489	490	575
19106	neutral_4267	1137	1294	1078
19107	neutral_4267	477	529	328
19108	neutral_4268	112	99	75
19109	neutral_4268	112	116	147
19110	neutral_4268	1000	1113	1094
19111	neutral_4268	439	379	366
19112	neutral_4269	261	239	240
19113	neutral_4269	174	149	217
19114	neutral_4269	305	315	262
19115	neutral_4269	352	373	246
19116	neutral_4270	356	332	308
19117	neutral_4270	143	122	93
19118	neutral_4270	543	529	631
19119	neutral_4270	218	397	226
19120	essential_464	205	164	206
19121	neutral_4271	297	242	294
19122	neutral_4271	223	217	186
19123	neutral_4271	1331	1169	1340
19124	neutral_4271	739	745	716
19125	neutral_4272	247	215	241
19126	neutral_4272	1050	1228	1033
19127	neutral_4272	155	98	111
19128	neutral_4272	294	237	244
19129	neutral_4273	734	872	660
19130	neutral_4273	277	306	207
19131	neutral_4273	575	671	537
19132	neutral_4273	129	149	95
19133	neutral_4274	196	249	131
19134	neutral_4274	177	210	116
19135	neutral_4274	671	561	885
19136	essential_465	161	36	22
19137	neutral_4274	870	905	838
19138	essential_465	151	63	74
19139	neutral_4275	290	402	369
19140	essential_465	122	12	20
19141	neutral_4275	235	317	210
19142	neutral_4275	162	120	77
19143	neutral_4275	144	104	109
19144	essential_465	69	10	10
19145	neutral_4276	1593	1528	1742
19146	neutral_4276	272	309	289
19147	neutral_4276	192	243	95
19148	neutral_4276	312	238	233
19149	neutral_4277	127	147	130
19150	neutral_4277	1984	2187	1914
19151	essential_466	397	210	169
19152	neutral_4277	703	783	540
19153	neutral_4277	443	552	434
19154	neutral_4278	445	484	492
19155	neutral_4278	99	113	54
19156	neutral_4278	716	691	743
19157	neutral_4278	870	764	914
19158	neutral_4279	267	179	231
19159	neutral_4279	54	73	66
19160	neutral_4279	35	47	49
19161	neutral_4279	209	125	126
19162	neutral_4280	209	344	117
19163	neutral_4280	313	258	311
19164	neutral_4280	293	365	357
19165	neutral_4280	291	301	296
19166	neutral_4281	191	134	125
19167	neutral_4281	375	324	332
19168	neutral_4281	672	791	590
19169	essential_466	429	68	80
19170	neutral_4281	288	355	316
19171	neutral_4282	64	35	63
19172	neutral_4282	404	450	447
19173	neutral_4282	64	88	98
19174	neutral_4282	260	209	283
19175	neutral_4283	776	909	883
19176	neutral_4283	434	388	400
19177	neutral_4283	408	496	425
19178	neutral_4283	113	91	75
19179	neutral_4284	330	326	318
19180	neutral_4284	181	126	177
19181	neutral_4284	190	257	204
19182	neutral_4284	391	541	505
19183	essential_466	748	165	199
19184	neutral_4285	64	71	43
19185	neutral_4285	201	139	213
19186	neutral_4285	1638	1508	1573
19187	neutral_4285	77	94	89
19188	neutral_4286	108	99	142
19189	neutral_4286	163	158	101
19190	neutral_4286	436	383	474
19191	neutral_4286	195	217	123
19192	neutral_4287	2638	2685	2758
19193	neutral_4287	178	150	150
19194	neutral_4287	558	754	690
19195	neutral_4287	828	809	851
19196	neutral_4288	219	232	313
19197	neutral_4288	486	481	405
19198	neutral_4288	38	37	32
19199	neutral_4288	243	231	287
19200	neutral_4289	91	97	106
19201	neutral_4289	71	53	65
19202	neutral_4289	441	360	347
19203	neutral_4289	795	870	665
19204	neutral_4290	61	71	52
19205	neutral_4290	216	147	231
19206	neutral_4290	66	82	102
19207	neutral_4290	106	60	110
19208	neutral_4291	246	282	174
19209	neutral_4291	376	419	341
19210	neutral_4291	139	140	128
19211	neutral_4291	243	253	319
19212	neutral_4292	482	467	463
19213	neutral_4292	443	434	435
19214	neutral_4292	315	319	323
19215	neutral_4292	197	278	219
19216	neutral_4293	130	173	252
19217	neutral_4293	159	245	149
19218	neutral_4293	182	203	260
19219	neutral_4293	101	131	43
19220	neutral_4294	139	169	124
19221	neutral_4294	48	31	49
19222	neutral_4294	674	700	689
19223	neutral_4294	381	377	264
19224	neutral_4295	662	665	632
19225	neutral_4295	412	346	443
19226	neutral_4295	552	564	522
19227	essential_466	200	49	54
19228	neutral_4295	80	78	68
19229	essential_467	427	130	110
19230	neutral_4296	263	161	280
19231	neutral_4296	164	225	96
19232	essential_467	60	11	7
19233	neutral_4296	147	84	196
19234	neutral_4296	974	991	813
19235	neutral_4297	834	968	704
19236	neutral_4297	143	138	257
19237	neutral_4297	84	86	116
19238	neutral_4297	1331	1401	1189
19239	neutral_4298	161	184	135
19240	neutral_4298	469	403	486
19241	essential_467	111	2	12
19242	neutral_4298	362	302	349
19243	neutral_4298	304	219	280
19244	neutral_4299	130	168	126
19245	neutral_4299	209	230	209
19246	neutral_4299	364	192	388
19247	neutral_4299	49	58	120
19248	neutral_4300	83	101	80
19249	neutral_4300	199	323	222
19250	neutral_4300	237	239	337
19251	neutral_4300	524	476	530
19252	neutral_4301	292	302	253
19253	neutral_4301	268	308	246
19254	neutral_4301	701	738	631
19255	neutral_4301	610	598	617
19256	neutral_4302	194	279	189
19257	neutral_4302	404	502	442
19258	neutral_4302	444	447	461
19259	neutral_4302	118	139	124
19260	neutral_4303	120	149	92
19261	neutral_4303	66	40	54
19262	essential_467	213	62	47
19263	neutral_4303	344	345	243
19264	neutral_4303	931	917	886
19265	neutral_4304	489	513	580
19266	neutral_4304	230	275	273
19267	neutral_4304	831	862	812
19268	neutral_4304	158	252	112
19269	neutral_4305	508	592	530
19270	neutral_4305	341	360	275
19271	neutral_4305	341	329	411
19272	neutral_4305	838	927	827
19273	neutral_4306	195	228	173
19274	neutral_4306	198	218	177
19275	neutral_4306	127	107	156
19276	neutral_4306	213	144	204
19277	neutral_4307	1201	1053	1022
19278	neutral_4307	368	236	370
19279	neutral_4307	102	109	99
19280	neutral_4307	391	280	277
19281	neutral_4308	833	802	846
19282	neutral_4308	269	261	285
19283	neutral_4308	218	286	191
19284	neutral_4308	425	362	560
19285	neutral_4309	267	231	282
19286	neutral_4309	174	234	141
19287	neutral_4309	153	105	225
19288	neutral_4309	120	114	184
19289	essential_468	1011	482	805
19290	neutral_4310	704	793	871
19291	neutral_4310	230	242	270
19292	neutral_4310	893	822	780
19293	neutral_4310	354	406	411
19294	neutral_4311	280	257	317
19295	neutral_4311	133	107	120
19296	neutral_4311	1166	1042	1212
19297	neutral_4311	110	60	101
19298	neutral_4312	199	199	191
19299	neutral_4312	180	131	235
19300	neutral_4312	1369	1405	1443
19301	neutral_4312	195	216	100
19302	neutral_4313	185	214	125
19303	neutral_4313	546	572	566
19304	neutral_4313	191	222	224
19305	neutral_4313	135	113	233
19306	neutral_4314	286	199	452
19307	neutral_4314	391	354	432
19308	neutral_4314	148	148	171
19309	neutral_4314	183	161	191
19310	neutral_4315	316	336	426
19311	neutral_4315	345	408	448
19312	neutral_4315	498	442	529
19313	neutral_4315	757	703	1020
19314	growthsupressing_44	404	4033	3927
19315	neutral_4316	381	323	467
19316	neutral_4316	428	280	360
19317	neutral_4316	333	311	350
19318	neutral_4316	368	365	289
19319	neutral_4317	316	344	241
19320	neutral_4317	165	131	97
19321	essential_468	466	44	36
19322	neutral_4317	265	318	304
19323	neutral_4317	1231	1216	1235
19324	neutral_4318	696	894	851
19325	neutral_4318	292	302	238
19326	essential_468	100	23	11
19327	neutral_4318	213	223	231
19328	essential_468	135	63	39
19329	neutral_4318	330	291	385
19330	neutral_4319	204	170	253
19331	neutral_4319	220	104	208
19332	neutral_4319	22	20	18
19333	growthsupressing_44	326	2427	2523
19334	neutral_4319	54	38	3
19335	neutral_4320	141	136	189
19336	neutral_4320	571	469	571
19337	neutral_4320	179	191	165
19338	neutral_4320	472	471	476
19339	neutral_4321	225	303	242
19340	neutral_4321	623	604	636
19341	neutral_4321	103	105	142
19342	neutral_4321	428	564	340
19343	essential_469	486	216	221
19344	neutral_4322	263	251	255
19345	neutral_4322	571	527	521
19346	neutral_4322	99	74	63
19347	neutral_4322	187	188	144
19348	neutral_4323	254	216	262
19349	neutral_4323	737	706	801
19350	neutral_4323	114	160	122
19351	neutral_4323	162	178	100
19352	neutral_4324	190	284	210
19353	neutral_4324	1055	1100	1295
19354	neutral_4324	502	595	582
19355	neutral_4324	194	207	208
19356	neutral_4325	201	135	215
19357	neutral_4325	268	330	289
19358	neutral_4325	272	174	329
19359	neutral_4325	224	275	179
19360	essential_469	664	329	275
19361	neutral_4326	258	272	381
19362	neutral_4326	197	184	126
19363	neutral_4326	199	178	289
19364	neutral_4326	47	40	37
19365	neutral_4327	674	765	849
19366	neutral_4327	266	190	222
19367	neutral_4327	376	434	413
19368	neutral_4327	338	383	442
19369	growthsupressing_44	1407	3530	2919
19370	neutral_4328	316	247	323
19371	neutral_4328	216	203	297
19372	neutral_4328	404	356	458
19373	neutral_4328	172	128	119
19374	neutral_4329	722	710	788
19375	neutral_4329	609	744	498
19376	neutral_4329	123	75	89
19377	neutral_4329	127	101	112
19378	neutral_4330	222	220	233
19379	neutral_4330	127	161	153
19380	neutral_4330	1025	1162	1085
19381	neutral_4330	945	988	940
19382	neutral_4331	1679	1990	1495
19383	neutral_4331	429	462	467
19384	essential_469	457	89	62
19385	essential_469	57	0	0
19386	neutral_4331	762	935	850
19387	neutral_4331	280	275	316
19388	neutral_4332	278	379	408
19389	neutral_4332	212	157	82
19390	neutral_4332	478	551	540
19391	neutral_4332	145	186	196
19392	neutral_4333	117	132	90
19393	neutral_4333	428	458	508
19394	neutral_4333	204	274	226
19395	neutral_4333	57	94	50
19396	neutral_4334	155	125	285
19397	neutral_4334	246	160	334
19398	neutral_4334	630	655	640
19399	neutral_4334	267	276	277
19400	neutral_4335	217	184	237
19401	neutral_4335	133	104	170
19402	essential_470	351	241	234
19403	neutral_4335	261	183	160
19404	neutral_4335	550	536	484
19405	neutral_4336	79	64	83
19406	neutral_4336	235	203	186
19407	neutral_4336	159	210	100
19408	neutral_4336	103	101	80
19409	neutral_4337	149	99	90
19410	neutral_4337	705	529	722
19411	neutral_4337	410	420	439
19412	neutral_4337	202	179	317
19413	neutral_4338	114	73	136
19414	neutral_4338	637	524	735
19415	neutral_4338	147	125	207
19416	neutral_4338	464	413	456
19417	neutral_4339	279	248	267
19418	neutral_4339	406	416	401
19419	neutral_4339	269	249	263
19420	neutral_4339	73	78	72
19421	neutral_4340	237	253	204
19422	neutral_4340	117	110	105
19423	neutral_4340	1239	1184	1123
19424	neutral_4340	414	481	386
19425	neutral_4341	486	450	400
19426	neutral_4341	493	464	553
19427	neutral_4341	271	303	281
19428	neutral_4341	424	370	352
19429	neutral_4342	108	126	92
19430	neutral_4342	1316	1496	1458
19431	neutral_4342	346	334	427
19432	neutral_4342	316	303	260
19433	neutral_4343	336	320	336
19434	neutral_4343	420	492	453
19435	neutral_4343	974	877	1044
19436	neutral_4343	284	377	333
19437	neutral_4344	111	107	126
19438	neutral_4344	653	629	776
19439	neutral_4344	380	352	370
19440	neutral_4344	220	231	299
19441	essential_470	213	163	132
19442	neutral_4345	379	387	340
19443	neutral_4345	168	199	136
19444	neutral_4345	355	422	434
19445	neutral_4345	136	161	196
19446	essential_470	179	54	70
19447	neutral_4346	464	463	511
19448	neutral_4346	461	428	454
19449	neutral_4346	1492	1539	1714
19450	neutral_4346	252	233	285
19451	neutral_4347	180	221	187
19452	essential_470	102	12	17
19453	neutral_4347	45	8	44
19454	neutral_4347	192	215	195
19455	neutral_4347	594	544	508
19456	neutral_4348	186	106	174
19457	essential_471	804	573	423
19458	neutral_4348	334	368	389
19459	neutral_4348	181	237	223
19460	neutral_4348	207	242	220
19461	neutral_4349	407	357	497
19462	neutral_4349	169	211	199
19463	neutral_4349	208	201	261
19464	neutral_4349	150	178	104
19465	neutral_4350	117	118	116
19466	essential_471	211	32	23
19467	neutral_4350	473	533	483
19468	neutral_4350	215	198	212
19469	neutral_4350	108	56	116
19470	neutral_4351	403	530	315
19471	neutral_4351	404	406	404
19472	neutral_4351	243	222	224
19473	neutral_4351	334	376	380
19474	neutral_4352	106	107	91
19475	neutral_4352	758	566	749
19476	neutral_4352	157	211	125
19477	neutral_4352	1652	1640	1627
19478	neutral_4353	69	47	143
19479	neutral_4353	260	225	307
19480	neutral_4353	396	381	408
19481	neutral_4353	367	424	366
19482	essential_471	130	69	27
19483	neutral_4354	447	521	426
19484	neutral_4354	119	189	97
19485	neutral_4354	413	519	347
19486	neutral_4354	88	88	128
19487	neutral_4355	239	301	273
19488	essential_471	100	133	41
19489	neutral_4355	48	74	44
19490	neutral_4355	117	119	103
19491	neutral_4355	167	177	179
19492	neutral_4356	203	145	222
19493	neutral_4356	157	113	269
19494	essential_472	710	772	670
19495	neutral_4356	174	183	156
19496	neutral_4356	150	129	139
19497	neutral_4357	139	195	181
19498	neutral_4357	187	215	172
19499	neutral_4357	276	215	332
19500	neutral_4357	504	413	485
19501	neutral_4358	278	209	238
19502	neutral_4358	184	152	119
19503	neutral_4358	120	69	104
19504	neutral_4358	447	599	390
